Flight No,Departure Time,Destination,Category,Tier1%,Tier2%,Tier3%
BA3046,18:07:00,ORD,LONG,5,15,30
BA3806,09:01:00,ZRH,SHORT,1,5,20
BA8581,07:14:00,MUC,SHORT,1,5,20
BA7000,16:14:00,VIE,SHORT,1,5,20
BA4886,13:40:00,AMS,SHORT,1,5,20
BA7446,11:00:00,JFK,LONG,5,15,30
BA4057,08:21:00,HND,LONG,5,15,30
BA4377,11:57:00,VIE,SHORT,1,5,20
BA3886,09:28:00,HND,LONG,5,15,30
BA3975,17:25:00,ORD,LONG,5,15,30
BA4443,06:28:00,FRA,SHORT,1,5,20
BA5464,06:07:00,DXB,LONG,5,15,30
BA5951,06:35:00,VIE,SHORT,1,5,20
BA1212,07:59:00,ORD,LONG,5,15,30
BA5194,11:22:00,DFW,LONG,5,15,30
BA8642,17:24:00,IST,SHORT,1,5,20
BA6379,17:02:00,MUC,SHORT,1,5,20
BA5065,18:29:00,IST,SHORT,1,5,20
BA5150,12:22:00,FRA,SHORT,1,5,20
BA3185,12:59:00,IST,SHORT,1,5,20
BA4107,08:33:00,BCN,SHORT,1,5,20
BA3390,12:54:00,BCN,SHORT,1,5,20
BA9530,10:23:00,ZRH,SHORT,1,5,20
BA2502,10:17:00,DXB,LONG,5,15,30
BA5654,18:54:00,IST,SHORT,1,5,20
BA5705,17:15:00,ORD,LONG,5,15,30
BA4609,08:01:00,IST,SHORT,1,5,20
BA2725,16:22:00,ORD,LONG,5,15,30
BA5508,22:18:00,FRA,SHORT,1,5,20
BA2110,11:46:00,LAX,LONG,5,15,30
BA8304,07:33:00,MUC,SHORT,1,5,20
BA6173,16:50:00,FRA,SHORT,1,5,20
BA9004,18:15:00,CDG,SHORT,1,5,20
BA2445,20:20:00,LAX,LONG,5,15,30
BA2005,14:52:00,VIE,SHORT,1,5,20
BA1176,11:55:00,BCN,SHORT,1,5,20
BA5596,15:54:00,MAD,SHORT,1,5,20
BA1707,13:15:00,CDG,SHORT,1,5,20
BA8156,11:39:00,MAD,SHORT,1,5,20
BA6008,12:42:00,BCN,SHORT,1,5,20
BA9956,11:26:00,DFW,LONG,5,15,30
BA6001,20:02:00,LAX,LONG,5,15,30
BA9373,22:03:00,JFK,LONG,5,15,30
BA6339,19:16:00,VIE,SHORT,1,5,20
BA9401,21:52:00,DXB,LONG,5,15,30
BA3474,17:39:00,ZRH,SHORT,1,5,20
BA3950,17:31:00,MUC,SHORT,1,5,20
BA4826,10:48:00,IST,SHORT,1,5,20
BA6870,17:42:00,AMS,SHORT,1,5,20
BA6478,11:16:00,IST,SHORT,1,5,20
BA4010,18:22:00,ORD,LONG,5,15,30
BA1111,09:50:00,ORD,LONG,5,15,30
BA1690,06:41:00,BCN,SHORT,1,5,20
BA6242,08:29:00,HND,LONG,5,15,30
BA9486,11:58:00,FRA,SHORT,1,5,20
BA3014,11:45:00,MUC,SHORT,1,5,20
BA2864,14:47:00,JFK,LONG,5,15,30
BA9660,19:07:00,DFW,LONG,5,15,30
BA3581,19:59:00,BCN,SHORT,1,5,20
BA1336,12:57:00,CDG,SHORT,1,5,20
BA9695,12:44:00,AMS,SHORT,1,5,20
BA1605,08:41:00,LAX,LONG,5,15,30
BA4263,19:14:00,IST,SHORT,1,5,20
BA3603,22:14:00,MAD,SHORT,1,5,20
BA5097,19:48:00,AMS,SHORT,1,5,20
BA5588,19:41:00,BCN,SHORT,1,5,20
BA9864,21:28:00,MUC,SHORT,1,5,20
BA2408,14:23:00,BCN,SHORT,1,5,20
BA1671,10:13:00,IST,SHORT,1,5,20
BA7903,09:41:00,CDG,SHORT,1,5,20
BA9891,07:41:00,DXB,LONG,5,15,30
BA4025,10:21:00,VIE,SHORT,1,5,20
BA6474,14:20:00,DFW,LONG,5,15,30
BA1092,13:53:00,FRA,SHORT,1,5,20
BA7656,22:17:00,VIE,SHORT,1,5,20
BA6260,22:58:00,LAX,LONG,5,15,30
BA1031,08:17:00,IST,SHORT,1,5,20
BA5421,11:37:00,MAD,SHORT,1,5,20
BA8046,21:58:00,ZRH,SHORT,1,5,20
BA2109,10:45:00,IST,SHORT,1,5,20
BA2965,19:43:00,DXB,LONG,5,15,30
BA6521,22:48:00,JFK,LONG,5,15,30
BA9437,06:00:00,VIE,SHORT,1,5,20
BA1778,14:25:00,ZRH,SHORT,1,5,20
BA5783,22:17:00,DFW,LONG,5,15,30
BA1851,18:43:00,JFK,LONG,5,15,30
BA3134,08:35:00,MUC,SHORT,1,5,20
BA5865,07:44:00,ORD,LONG,5,15,30
BA8240,22:26:00,BCN,SHORT,1,5,20
BA5077,14:10:00,MUC,SHORT,1,5,20
BA6548,10:33:00,MAD,SHORT,1,5,20
BA2195,18:23:00,JFK,LONG,5,15,30
BA8707,12:07:00,ORD,LONG,5,15,30
BA9867,15:17:00,IST,SHORT,1,5,20
BA8896,09:24:00,JFK,LONG,5,15,30
BA6119,08:06:00,VIE,SHORT,1,5,20
BA4521,19:49:00,DXB,LONG,5,15,30
BA6378,09:20:00,DFW,LONG,5,15,30
BA1874,21:01:00,MUC,SHORT,1,5,20
BA2802,14:03:00,AMS,SHORT,1,5,20
BA5456,16:25:00,ORD,LONG,5,15,30
BA4206,20:16:00,IST,SHORT,1,5,20
BA7626,21:12:00,HND,LONG,5,15,30
BA6682,22:46:00,MAD,SHORT,1,5,20
BA5882,14:03:00,ORD,LONG,5,15,30
BA7629,19:50:00,IST,SHORT,1,5,20
BA2197,09:09:00,JFK,LONG,5,15,30
BA1709,07:29:00,AMS,SHORT,1,5,20
BA2672,20:05:00,FRA,SHORT,1,5,20
BA7249,09:27:00,BCN,SHORT,1,5,20
BA3303,19:59:00,MUC,SHORT,1,5,20
BA1779,08:22:00,ZRH,SHORT,1,5,20
BA8494,13:27:00,HND,LONG,5,15,30
BA6017,07:48:00,FRA,SHORT,1,5,20
BA4039,08:11:00,VIE,SHORT,1,5,20
BA5380,14:58:00,FRA,SHORT,1,5,20
BA8945,20:22:00,ZRH,SHORT,1,5,20
BA2452,19:11:00,JFK,LONG,5,15,30
BA2792,13:18:00,LAX,LONG,5,15,30
BA2358,10:53:00,HND,LONG,5,15,30
BA3596,16:27:00,VIE,SHORT,1,5,20
BA7212,20:48:00,HND,LONG,5,15,30
BA6809,10:12:00,HND,LONG,5,15,30
BA5540,07:40:00,DXB,LONG,5,15,30
BA3112,20:42:00,MAD,SHORT,1,5,20
BA5359,07:02:00,ORD,LONG,5,15,30
BA8471,15:27:00,ORD,LONG,5,15,30
BA8216,07:19:00,IST,SHORT,1,5,20
BA7044,22:15:00,ZRH,SHORT,1,5,20
BA6614,09:23:00,MAD,SHORT,1,5,20
BA5330,09:48:00,ZRH,SHORT,1,5,20
BA3750,20:12:00,MAD,SHORT,1,5,20
BA6364,15:52:00,HND,LONG,5,15,30
BA3272,14:31:00,FRA,SHORT,1,5,20
BA5034,10:44:00,HND,LONG,5,15,30
BA2928,20:39:00,VIE,SHORT,1,5,20
BA8035,07:56:00,BCN,SHORT,1,5,20
BA7188,20:41:00,HND,LONG,5,15,30
BA2004,17:31:00,HND,LONG,5,15,30
BA7919,18:44:00,MUC,SHORT,1,5,20
BA6416,11:03:00,BCN,SHORT,1,5,20
BA9836,08:35:00,ORD,LONG,5,15,30
BA6676,10:06:00,AMS,SHORT,1,5,20
BA8635,09:46:00,DXB,LONG,5,15,30
BA3924,09:51:00,FRA,SHORT,1,5,20
BA7771,13:48:00,HND,LONG,5,15,30
BA7443,16:26:00,LAX,LONG,5,15,30
BA3359,09:24:00,DFW,LONG,5,15,30
BA1149,08:42:00,VIE,SHORT,1,5,20
BA7271,08:15:00,ORD,LONG,5,15,30
BA9369,13:08:00,DFW,LONG,5,15,30
BA4526,08:50:00,DXB,LONG,5,15,30
BA4072,07:22:00,MAD,SHORT,1,5,20
BA1503,09:57:00,MAD,SHORT,1,5,20
BA4451,19:14:00,LAX,LONG,5,15,30
BA6716,14:01:00,LAX,LONG,5,15,30
BA3776,22:25:00,MUC,SHORT,1,5,20
BA8684,08:56:00,JFK,LONG,5,15,30
BA2397,11:35:00,AMS,SHORT,1,5,20
BA3447,11:05:00,MUC,SHORT,1,5,20
BA2313,11:20:00,VIE,SHORT,1,5,20
BA2722,08:54:00,JFK,LONG,5,15,30
BA3598,13:30:00,CDG,SHORT,1,5,20
BA3593,14:19:00,IST,SHORT,1,5,20
BA2342,15:29:00,ZRH,SHORT,1,5,20
BA5327,13:10:00,LAX,LONG,5,15,30
BA4327,21:03:00,MUC,SHORT,1,5,20
BA2387,21:31:00,ORD,LONG,5,15,30
BA9130,10:49:00,ORD,LONG,5,15,30
BA9187,12:54:00,FRA,SHORT,1,5,20
BA5851,18:07:00,ZRH,SHORT,1,5,20
BA3774,22:24:00,VIE,SHORT,1,5,20
BA6730,09:11:00,IST,SHORT,1,5,20
BA9307,10:06:00,BCN,SHORT,1,5,20
BA8891,13:18:00,IST,SHORT,1,5,20
BA8051,19:19:00,HND,LONG,5,15,30
BA9284,18:02:00,JFK,LONG,5,15,30
BA1962,19:44:00,ZRH,SHORT,1,5,20
BA1395,20:20:00,MUC,SHORT,1,5,20
BA5718,22:59:00,ORD,LONG,5,15,30
BA6569,14:56:00,HND,LONG,5,15,30
BA2498,21:58:00,CDG,SHORT,1,5,20
BA7142,19:09:00,MUC,SHORT,1,5,20
BA4458,20:18:00,MUC,SHORT,1,5,20
BA1690,20:23:00,VIE,SHORT,1,5,20
BA7145,16:12:00,LAX,LONG,5,15,30
BA5658,18:00:00,MUC,SHORT,1,5,20
BA7266,09:20:00,FRA,SHORT,1,5,20
BA9692,07:03:00,IST,SHORT,1,5,20
BA6811,22:43:00,DFW,LONG,5,15,30
BA1167,13:15:00,DXB,LONG,5,15,30
BA8420,17:24:00,FRA,SHORT,1,5,20
BA2661,19:19:00,IST,SHORT,1,5,20
BA8567,20:50:00,LAX,LONG,5,15,30
BA7783,16:35:00,AMS,SHORT,1,5,20
BA4291,16:16:00,IST,SHORT,1,5,20
BA3746,20:40:00,MAD,SHORT,1,5,20
BA4784,08:49:00,DXB,LONG,5,15,30
BA4915,21:12:00,AMS,SHORT,1,5,20
BA7772,11:58:00,HND,LONG,5,15,30
BA6268,16:11:00,IST,SHORT,1,5,20
BA3166,07:02:00,ORD,LONG,5,15,30
BA6298,15:49:00,LAX,LONG,5,15,30
BA5397,12:31:00,MAD,SHORT,1,5,20
BA8359,14:10:00,DFW,LONG,5,15,30
BA2528,14:02:00,LAX,LONG,5,15,30
BA8926,18:52:00,HND,LONG,5,15,30
BA7562,06:49:00,AMS,SHORT,1,5,20
BA4999,20:28:00,LAX,LONG,5,15,30
BA1216,17:39:00,ZRH,SHORT,1,5,20
BA3113,15:17:00,DXB,LONG,5,15,30
BA2928,10:01:00,CDG,SHORT,1,5,20
BA6757,20:51:00,ZRH,SHORT,1,5,20
BA6989,20:17:00,ORD,LONG,5,15,30
BA7286,15:25:00,CDG,SHORT,1,5,20
BA2611,10:11:00,DFW,LONG,5,15,30
BA4335,13:59:00,MAD,SHORT,1,5,20
BA4014,07:53:00,MUC,SHORT,1,5,20
BA4882,06:23:00,BCN,SHORT,1,5,20
BA6977,06:32:00,DXB,LONG,5,15,30
BA6112,10:39:00,HND,LONG,5,15,30
BA3179,11:44:00,FRA,SHORT,1,5,20
BA9580,06:46:00,IST,SHORT,1,5,20
BA7808,06:03:00,LAX,LONG,5,15,30
BA2927,15:10:00,CDG,SHORT,1,5,20
BA7541,14:14:00,DXB,LONG,5,15,30
BA3552,12:06:00,FRA,SHORT,1,5,20
BA9795,10:20:00,LAX,LONG,5,15,30
BA4459,21:10:00,CDG,SHORT,1,5,20
BA6801,15:04:00,MAD,SHORT,1,5,20
BA2819,06:46:00,LAX,LONG,5,15,30
BA6313,13:35:00,DXB,LONG,5,15,30
BA5239,19:37:00,BCN,SHORT,1,5,20
BA9156,10:14:00,BCN,SHORT,1,5,20
BA4695,22:44:00,CDG,SHORT,1,5,20
BA2342,21:00:00,LAX,LONG,5,15,30
BA2971,09:05:00,CDG,SHORT,1,5,20
BA2228,21:34:00,JFK,LONG,5,15,30
BA8464,18:40:00,BCN,SHORT,1,5,20
BA3305,15:39:00,CDG,SHORT,1,5,20
BA9098,15:25:00,DXB,LONG,5,15,30
BA9594,21:48:00,VIE,SHORT,1,5,20
BA1209,16:27:00,MAD,SHORT,1,5,20
BA6622,15:15:00,VIE,SHORT,1,5,20
BA3819,07:18:00,BCN,SHORT,1,5,20
BA7027,09:37:00,HND,LONG,5,15,30
BA3053,14:10:00,ORD,LONG,5,15,30
BA6751,12:05:00,AMS,SHORT,1,5,20
BA5790,10:31:00,JFK,LONG,5,15,30
BA6085,16:50:00,DXB,LONG,5,15,30
BA6631,22:24:00,MUC,SHORT,1,5,20
BA4573,08:41:00,BCN,SHORT,1,5,20
BA3791,14:20:00,CDG,SHORT,1,5,20
BA7131,11:45:00,AMS,SHORT,1,5,20
BA6985,10:18:00,HND,LONG,5,15,30
BA7730,22:15:00,DFW,LONG,5,15,30
BA8539,21:49:00,BCN,SHORT,1,5,20
BA9146,20:29:00,VIE,SHORT,1,5,20
BA7111,12:51:00,MAD,SHORT,1,5,20
BA3762,13:01:00,ZRH,SHORT,1,5,20
BA6405,16:46:00,HND,LONG,5,15,30
BA8947,06:32:00,ZRH,SHORT,1,5,20
BA3731,16:56:00,LAX,LONG,5,15,30
BA9383,20:00:00,ZRH,SHORT,1,5,20
BA7943,08:25:00,HND,LONG,5,15,30
BA7192,20:59:00,MUC,SHORT,1,5,20
BA8778,15:56:00,MAD,SHORT,1,5,20
BA9124,15:47:00,FRA,SHORT,1,5,20
BA4896,11:30:00,FRA,SHORT,1,5,20
BA7385,18:43:00,FRA,SHORT,1,5,20
BA9795,09:02:00,FRA,SHORT,1,5,20
BA7056,14:58:00,ZRH,SHORT,1,5,20
BA2167,11:35:00,BCN,SHORT,1,5,20
BA9628,14:37:00,MAD,SHORT,1,5,20
BA2244,09:12:00,AMS,SHORT,1,5,20
BA2708,16:32:00,HND,LONG,5,15,30
BA6569,22:20:00,ZRH,SHORT,1,5,20
BA6483,15:45:00,VIE,SHORT,1,5,20
BA7533,11:15:00,DFW,LONG,5,15,30
BA4180,08:26:00,ZRH,SHORT,1,5,20
BA1401,07:56:00,IST,SHORT,1,5,20
BA1363,10:45:00,HND,LONG,5,15,30
BA3981,15:37:00,MAD,SHORT,1,5,20
BA9069,07:48:00,ORD,LONG,5,15,30
BA2714,06:50:00,MAD,SHORT,1,5,20
BA5388,06:24:00,HND,LONG,5,15,30
BA5876,08:15:00,CDG,SHORT,1,5,20
BA8055,15:11:00,ZRH,SHORT,1,5,20
BA3729,16:28:00,DFW,LONG,5,15,30
BA3726,12:06:00,VIE,SHORT,1,5,20
BA1952,09:45:00,LAX,LONG,5,15,30
BA7337,09:12:00,ORD,LONG,5,15,30
BA5687,10:42:00,ORD,LONG,5,15,30
BA1600,08:58:00,ZRH,SHORT,1,5,20
BA6097,13:14:00,CDG,SHORT,1,5,20
BA1875,12:24:00,MUC,SHORT,1,5,20
BA7517,19:46:00,FRA,SHORT,1,5,20
BA6717,10:16:00,AMS,SHORT,1,5,20
BA6020,21:23:00,MUC,SHORT,1,5,20
BA3052,12:59:00,VIE,SHORT,1,5,20
BA5288,07:49:00,HND,LONG,5,15,30
BA2551,13:25:00,LAX,LONG,5,15,30
BA7612,13:07:00,JFK,LONG,5,15,30
BA3307,16:46:00,HND,LONG,5,15,30
BA6024,14:45:00,AMS,SHORT,1,5,20
BA1040,11:42:00,DXB,LONG,5,15,30
BA9913,11:45:00,HND,LONG,5,15,30
BA3994,08:17:00,ORD,LONG,5,15,30
BA5400,06:22:00,JFK,LONG,5,15,30
BA9672,12:13:00,BCN,SHORT,1,5,20
BA3560,18:58:00,FRA,SHORT,1,5,20
BA8960,11:59:00,HND,LONG,5,15,30
BA8934,22:05:00,LAX,LONG,5,15,30
BA1576,21:55:00,DFW,LONG,5,15,30
BA2685,08:56:00,HND,LONG,5,15,30
BA1481,16:52:00,CDG,SHORT,1,5,20
BA8013,21:32:00,MAD,SHORT,1,5,20
BA4702,17:20:00,MAD,SHORT,1,5,20
BA1546,16:09:00,DXB,LONG,5,15,30
BA7735,11:14:00,CDG,SHORT,1,5,20
BA3535,15:37:00,BCN,SHORT,1,5,20
BA7370,14:14:00,HND,LONG,5,15,30
BA6477,20:33:00,LAX,LONG,5,15,30
BA7154,06:01:00,LAX,LONG,5,15,30
BA6162,14:25:00,MUC,SHORT,1,5,20
BA3617,20:12:00,CDG,SHORT,1,5,20
BA4576,22:06:00,HND,LONG,5,15,30
BA4606,07:16:00,JFK,LONG,5,15,30
BA2670,22:57:00,MAD,SHORT,1,5,20
BA9544,19:28:00,ORD,LONG,5,15,30
BA3608,10:39:00,BCN,SHORT,1,5,20
BA4556,09:50:00,ZRH,SHORT,1,5,20
BA8193,12:20:00,CDG,SHORT,1,5,20
BA4254,20:15:00,FRA,SHORT,1,5,20
BA4592,11:39:00,MUC,SHORT,1,5,20
BA6863,16:57:00,FRA,SHORT,1,5,20
BA7794,12:25:00,MAD,SHORT,1,5,20
BA9721,22:12:00,MAD,SHORT,1,5,20
BA1683,18:48:00,LAX,LONG,5,15,30
BA7338,22:41:00,VIE,SHORT,1,5,20
BA9798,20:23:00,CDG,SHORT,1,5,20
BA1457,18:20:00,BCN,SHORT,1,5,20
BA4514,06:02:00,FRA,SHORT,1,5,20
BA7306,10:59:00,FRA,SHORT,1,5,20
BA4628,21:41:00,LAX,LONG,5,15,30
BA4072,11:25:00,MAD,SHORT,1,5,20
BA6649,13:44:00,ORD,LONG,5,15,30
BA6165,22:30:00,VIE,SHORT,1,5,20
BA2003,16:59:00,DXB,LONG,5,15,30
BA5878,11:07:00,MAD,SHORT,1,5,20
BA4261,21:40:00,HND,LONG,5,15,30
BA1217,22:17:00,MUC,SHORT,1,5,20
BA8753,21:27:00,BCN,SHORT,1,5,20
BA8428,13:33:00,ZRH,SHORT,1,5,20
BA1602,17:57:00,LAX,LONG,5,15,30
BA2759,06:22:00,MAD,SHORT,1,5,20
BA5821,18:00:00,LAX,LONG,5,15,30
BA1969,21:22:00,CDG,SHORT,1,5,20
BA1225,14:47:00,VIE,SHORT,1,5,20
BA4252,07:33:00,ORD,LONG,5,15,30
BA3268,09:40:00,VIE,SHORT,1,5,20
BA3817,16:34:00,FRA,SHORT,1,5,20
BA2549,15:42:00,HND,LONG,5,15,30
BA9135,22:09:00,FRA,SHORT,1,5,20
BA2515,18:43:00,VIE,SHORT,1,5,20
BA6724,13:59:00,DFW,LONG,5,15,30
BA7510,17:06:00,ORD,LONG,5,15,30
BA6562,21:15:00,JFK,LONG,5,15,30
BA7170,07:47:00,VIE,SHORT,1,5,20
BA3044,14:14:00,JFK,LONG,5,15,30
BA4772,14:50:00,JFK,LONG,5,15,30
BA6915,11:35:00,JFK,LONG,5,15,30
BA6815,06:27:00,VIE,SHORT,1,5,20
BA7266,21:28:00,FRA,SHORT,1,5,20
BA8785,14:54:00,DFW,LONG,5,15,30
BA5123,06:52:00,DFW,LONG,5,15,30
BA9436,14:42:00,ZRH,SHORT,1,5,20
BA1949,21:54:00,LAX,LONG,5,15,30
BA4196,18:29:00,AMS,SHORT,1,5,20
BA9171,20:50:00,JFK,LONG,5,15,30
BA3731,17:39:00,ZRH,SHORT,1,5,20
BA6984,22:25:00,DFW,LONG,5,15,30
BA3834,13:27:00,FRA,SHORT,1,5,20
BA2306,16:29:00,JFK,LONG,5,15,30
BA7998,10:32:00,MUC,SHORT,1,5,20
BA4058,17:55:00,LAX,LONG,5,15,30
BA8898,07:06:00,ZRH,SHORT,1,5,20
BA6790,08:15:00,VIE,SHORT,1,5,20
BA8747,19:44:00,VIE,SHORT,1,5,20
BA5633,10:59:00,VIE,SHORT,1,5,20
BA7230,10:31:00,DXB,LONG,5,15,30
BA8530,07:04:00,LAX,LONG,5,15,30
BA6165,14:41:00,BCN,SHORT,1,5,20
BA7991,19:15:00,CDG,SHORT,1,5,20
BA5642,08:42:00,DXB,LONG,5,15,30
BA9037,09:48:00,MAD,SHORT,1,5,20
BA3713,07:15:00,MAD,SHORT,1,5,20
BA5923,18:09:00,VIE,SHORT,1,5,20
BA1083,17:19:00,LAX,LONG,5,15,30
BA9665,14:04:00,ZRH,SHORT,1,5,20
BA3351,14:43:00,DXB,LONG,5,15,30
BA2316,18:04:00,HND,LONG,5,15,30
BA1961,21:42:00,DXB,LONG,5,15,30
BA4520,17:12:00,IST,SHORT,1,5,20
BA2018,16:46:00,LAX,LONG,5,15,30
BA8329,20:04:00,VIE,SHORT,1,5,20
BA7387,12:47:00,HND,LONG,5,15,30
BA4061,21:32:00,HND,LONG,5,15,30
BA7442,19:49:00,ORD,LONG,5,15,30
BA2786,12:23:00,DXB,LONG,5,15,30
BA3266,08:28:00,VIE,SHORT,1,5,20
BA3981,16:18:00,JFK,LONG,5,15,30
BA4931,13:29:00,VIE,SHORT,1,5,20
BA4296,17:55:00,AMS,SHORT,1,5,20
BA2224,11:50:00,DXB,LONG,5,15,30
BA5199,06:03:00,HND,LONG,5,15,30
BA1371,20:33:00,ZRH,SHORT,1,5,20
BA5921,13:34:00,AMS,SHORT,1,5,20
BA3240,06:46:00,BCN,SHORT,1,5,20
BA7980,07:09:00,FRA,SHORT,1,5,20
BA8075,20:30:00,MUC,SHORT,1,5,20
BA8335,13:02:00,DFW,LONG,5,15,30
BA3083,15:29:00,ZRH,SHORT,1,5,20
BA5678,13:52:00,MUC,SHORT,1,5,20
BA5901,21:00:00,HND,LONG,5,15,30
BA2399,20:50:00,LAX,LONG,5,15,30
BA4884,09:31:00,AMS,SHORT,1,5,20
BA4896,21:23:00,LAX,LONG,5,15,30
BA6211,09:03:00,CDG,SHORT,1,5,20
BA2472,16:03:00,LAX,LONG,5,15,30
BA8748,16:03:00,LAX,LONG,5,15,30
BA5455,10:01:00,BCN,SHORT,1,5,20
BA1030,08:12:00,DXB,LONG,5,15,30
BA1455,20:56:00,BCN,SHORT,1,5,20
BA2034,17:17:00,CDG,SHORT,1,5,20
BA3967,07:00:00,JFK,LONG,5,15,30
BA4517,07:41:00,CDG,SHORT,1,5,20
BA1777,11:00:00,LAX,LONG,5,15,30
BA7574,17:57:00,VIE,SHORT,1,5,20
BA9284,17:33:00,BCN,SHORT,1,5,20
BA4009,10:34:00,LAX,LONG,5,15,30
BA7667,17:13:00,AMS,SHORT,1,5,20
BA5082,07:36:00,IST,SHORT,1,5,20
BA1011,06:40:00,HND,LONG,5,15,30
BA5086,13:57:00,IST,SHORT,1,5,20
BA9892,10:09:00,DFW,LONG,5,15,30
BA7834,06:29:00,LAX,LONG,5,15,30
BA1199,12:18:00,HND,LONG,5,15,30
BA5332,13:57:00,IST,SHORT,1,5,20
BA9303,20:36:00,FRA,SHORT,1,5,20
BA6507,17:25:00,MUC,SHORT,1,5,20
BA2912,20:48:00,JFK,LONG,5,15,30
BA6539,15:36:00,DFW,LONG,5,15,30
BA4562,11:54:00,AMS,SHORT,1,5,20
BA4448,19:55:00,AMS,SHORT,1,5,20
BA7341,09:33:00,CDG,SHORT,1,5,20
BA9601,14:24:00,ZRH,SHORT,1,5,20
BA5011,18:38:00,BCN,SHORT,1,5,20
BA2498,09:32:00,CDG,SHORT,1,5,20
BA5014,15:00:00,MAD,SHORT,1,5,20
BA2910,15:35:00,DFW,LONG,5,15,30
BA6077,12:06:00,MUC,SHORT,1,5,20
BA4548,13:53:00,ORD,LONG,5,15,30
BA9409,13:01:00,ORD,LONG,5,15,30
BA4949,13:46:00,CDG,SHORT,1,5,20
BA8720,18:33:00,CDG,SHORT,1,5,20
BA2252,15:32:00,JFK,LONG,5,15,30
BA2931,08:02:00,ORD,LONG,5,15,30
BA8178,20:19:00,IST,SHORT,1,5,20
BA5916,12:18:00,CDG,SHORT,1,5,20
BA9370,09:24:00,FRA,SHORT,1,5,20
BA4179,17:37:00,CDG,SHORT,1,5,20
BA3621,19:14:00,IST,SHORT,1,5,20
BA8099,19:49:00,LAX,LONG,5,15,30
BA7734,10:58:00,ORD,LONG,5,15,30
BA7647,19:26:00,MAD,SHORT,1,5,20
BA6634,22:41:00,MAD,SHORT,1,5,20
BA4436,11:37:00,MAD,SHORT,1,5,20
BA6016,06:14:00,CDG,SHORT,1,5,20
BA8858,22:35:00,AMS,SHORT,1,5,20
BA9934,06:35:00,AMS,SHORT,1,5,20
BA4432,14:20:00,BCN,SHORT,1,5,20
BA2261,07:06:00,ZRH,SHORT,1,5,20
BA8313,20:23:00,IST,SHORT,1,5,20
BA5051,11:38:00,ZRH,SHORT,1,5,20
BA2158,06:14:00,LAX,LONG,5,15,30
BA5292,14:00:00,LAX,LONG,5,15,30
BA5087,14:00:00,IST,SHORT,1,5,20
BA1767,16:07:00,DFW,LONG,5,15,30
BA5781,17:02:00,MAD,SHORT,1,5,20
BA4405,14:19:00,CDG,SHORT,1,5,20
BA6194,21:37:00,ORD,LONG,5,15,30
BA6485,12:10:00,LAX,LONG,5,15,30
BA7191,10:27:00,DFW,LONG,5,15,30
BA6470,16:39:00,FRA,SHORT,1,5,20
BA5471,09:31:00,BCN,SHORT,1,5,20
BA9871,18:12:00,IST,SHORT,1,5,20
BA6076,06:43:00,HND,LONG,5,15,30
BA9504,12:09:00,MAD,SHORT,1,5,20
BA4981,13:03:00,MUC,SHORT,1,5,20
BA4213,10:44:00,VIE,SHORT,1,5,20
BA2628,07:58:00,DFW,LONG,5,15,30
BA4986,15:15:00,LAX,LONG,5,15,30
BA8421,20:39:00,MAD,SHORT,1,5,20
BA1685,07:32:00,LAX,LONG,5,15,30
BA2371,08:31:00,LAX,LONG,5,15,30
BA2790,15:45:00,ORD,LONG,5,15,30
BA7336,12:10:00,ORD,LONG,5,15,30
BA5029,15:54:00,FRA,SHORT,1,5,20
BA1110,21:09:00,DFW,LONG,5,15,30
BA5738,10:26:00,CDG,SHORT,1,5,20
BA7774,09:16:00,LAX,LONG,5,15,30
BA2435,21:06:00,LAX,LONG,5,15,30
BA4069,14:39:00,HND,LONG,5,15,30
BA8466,22:44:00,MAD,SHORT,1,5,20
BA5364,22:30:00,HND,LONG,5,15,30
BA5683,22:54:00,BCN,SHORT,1,5,20
BA8673,06:53:00,AMS,SHORT,1,5,20
BA6218,13:08:00,IST,SHORT,1,5,20
BA7495,17:38:00,AMS,SHORT,1,5,20
BA3641,17:34:00,ZRH,SHORT,1,5,20
BA9953,11:32:00,LAX,LONG,5,15,30
BA4076,07:52:00,VIE,SHORT,1,5,20
BA1987,16:49:00,JFK,LONG,5,15,30
BA6851,21:49:00,DFW,LONG,5,15,30
BA8386,15:11:00,DXB,LONG,5,15,30
BA9404,20:12:00,ZRH,SHORT,1,5,20
BA2008,10:13:00,BCN,SHORT,1,5,20
BA6010,12:05:00,LAX,LONG,5,15,30
BA9225,17:11:00,MAD,SHORT,1,5,20
BA6258,08:02:00,DXB,LONG,5,15,30
BA1460,22:43:00,LAX,LONG,5,15,30
BA9456,10:42:00,MAD,SHORT,1,5,20
BA1062,08:45:00,FRA,SHORT,1,5,20
BA8647,17:47:00,LAX,LONG,5,15,30
BA8292,11:09:00,JFK,LONG,5,15,30
BA5344,16:59:00,LAX,LONG,5,15,30
BA4300,06:48:00,AMS,SHORT,1,5,20
BA9572,07:09:00,FRA,SHORT,1,5,20
BA5756,15:10:00,IST,SHORT,1,5,20
BA9454,21:20:00,HND,LONG,5,15,30
BA8436,09:44:00,CDG,SHORT,1,5,20
BA1681,11:54:00,HND,LONG,5,15,30
BA9355,18:33:00,MUC,SHORT,1,5,20
BA1111,19:18:00,MUC,SHORT,1,5,20
BA5099,12:07:00,CDG,SHORT,1,5,20
BA1772,09:18:00,ORD,LONG,5,15,30
